Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
"SALLENT DE GALLEGO,  RESPOMUSO",,,,Operational,Operational,Land (fixed),0-20000-0-08920|primary,Europe,,Spain,42.8166666667,-0.2961111111,2145,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,,GOS General:Operational,	2016-04-28,
SAN CLEMENTE,,	2008-06-11,,Operational,Operational,Land (fixed),0-724-0-0000000000008256|primary,Europe,,Spain,39.4167,-2.4206,728,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
SAN SEBASTIAN/FUENTERRABIA,,,,Operational,Operational,Land (fixed),0-20000-0-08029|primary,Europe,,Spain,43.3605555556,-1.7872222222,4,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
SAN SEBASTIAN/IGUELDO,,	2009-11-13,,Operational,Partly operational,Land (fixed),0-20000-0-08027|primary,Europe,,Spain,43.3063888889,-2.0411111111,251,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;AUT;CLIMAT(C);EVAP;GSN;RBCN;RBSN(S);SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2023-04-27,José Miguel Gallardo Fernández
SAN SEBASTIÁN/FUENTERRABIA,,	2017-10-06,,Operational,Unknown,Land (fixed),0-724-0-08029|primary,Europe,,Spain,43.3571,-1.7921,4,,UTC+1,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,Warm Temperate - Fully humid - Warm summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within hills of low altitude,,GBON:Operational,	2023-04-27,José Miguel Gallardo Fernández
SANTA ELENA,,	2008-06-11,,Operational,Partly operational,Land (fixed),0-724-0-0000000000008350|primary,Europe,,Spain,38.3444,-3.5352,770,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
SANTANDER,,	1912-01-01,,Operational,Operational,Land (fixed),0-20000-0-08023|primary,Europe,,Spain,43.4911111111,-3.8005555556,52,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;CLIMAT(C);EVAP;RBCN;RBSN(ST);SUNDUR;TOTRA;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Total radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(ST) - deprecated:Closed",	2016-04-28,
SANTANDER/PARAYAS,,	2023-04-27,,Operational,Operational,Land (fixed),0-20000-0-08021|primary,Europe,,Spain,43.4291666667,-3.8313888889,5,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);METAR;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GOS General:Operational, RBON:Operational",	2023-04-27,José Miguel Gallardo Fernández
SANTIAGO DE COMPOSTELA/LABACOLLA,,,,Operational,Operational,Land (fixed),0-20000-0-08042|primary,Europe,,Spain,42.8880555556,-8.4105555556,370,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);EVAP;METAR;SOLRA;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, RBON:Operational",	2016-04-28,
SEGOVIA,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-08213|primary,Europe,,Spain,40.9452777778,-4.1263888889,1005,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;AUT;CLIMAT(C);EVAP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, RBON:Operational",	2016-04-28,
SEVILLA/SAN PABLO,,,,Operational,Operational,Land (fixed),0-20000-0-08391|primary,Europe,,Spain,37.4166666667,-5.8791666667,34,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);EVAP;METAR;RBCN;RBSN(S);SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
SIERRA DE FUENTES,,	2003-01-01,,Operational,Unknown,Land (fixed),0-20000-0-08262|primary,Europe,,Spain,39.4288888889,-6.2852777778,652,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,GOS General:Operational,	2016-04-28,
SIGÜENZA,,	2008-06-11,,Operational,Operational,Land (fixed),0-724-0-0000000000008150|primary,Europe,,Spain,41.0862,-2.6179,1005,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
"SON BONET, AEROPUERTO",,	2021-07-12,,Operational,Unknown,Land (fixed),0-724-0-0000000000008302|primary,Europe,,Spain,39.6058,2.7067,49.3,,UTC+1,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,"After the closure of the radiosonde station 0-20000-0-08001, the radiosondes will be launched from the Bens-A Coruña station (0-724-0-0000000000008000)",Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within mountains of low altitude,,"CLIMAT(C) - deprecated:Closed, RBCN - deprecated:Closed, RBON:Operational, RBSN(ST) - deprecated:Closed",	2021-07-12,José Miguel Gallardo Fernández
SORIA,,	1865-01-01,,Operational,Operational,Land (fixed),0-20000-0-08148|primary,Europe,,Spain,41.775,-2.4830555556,1082,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;CLIMAT(C);EVAP;PH;RBCN;RBSN(S);SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Phenological observations.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
San Pablo de los Montes,,	2008-06-11,,Operational,Partly operational,Land (fixed),0-20008-0-SPM|primary,Europe,,Spain,39.546944,-4.350556,917,,UTC+1,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,San Pablo de los Montes station is situated in a rural area nearby a mountain range. The nearest major town approximately 50 km to the northeast is Toledo with a population of 80.000 inhabitants. The terrain is undulating with some cork oaks and Mediterranean bushes. It is the first Spanish contribution to EMEP (1984) and its data are also used for the ICP-Materials programme.,Warm temperate - Dry and hot summer,,,,,"EMEP:Operational, GAW Regional:Operational, GOS General:Operational",	2021-05-20,José Miguel Gallardo Fernández
Sant Julià de Vilatorta,,	2013-02-08,,Unknown,Silent,Land (fixed),0-724-0-0000000000008119|primary,Europe,,Spain,41.9262,2.3176,578,,UTC+1,,,,,Warm temperate - Dry and warm summer,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)(Surface cover types (GlobCover2009))",,(unknown) at middle relative elevation within valleys of middle altitude,,GOS General,	2021-06-10,José Miguel Gallardo Fernández
Sierra Nevada,,	2021-05-27,,Silent,Operational,Land (fixed),0-724-0-0000000000008980|primary,Europe,,Spain,37.0631,-3.3869,2856,GPS,UTC+1,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,Steppe - Cold arid,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at high relative elevation within rises of high altitude,,GOS General:Non-reporting,	2021-05-28,José Miguel Gallardo Fernández
TALARN,,	2008-06-11,,Operational,Operational,Land (fixed),0-724-0-0000000000008112|primary,Europe,,Spain,42.2047,0.8647,807,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
TALAVERA DE LA REINA,,	2008-06-11,,Operational,Operational,Land (fixed),0-724-0-0000000000008274|primary,Europe,,Spain,39.9586,-4.8635,372,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
TARANCÓN,,	2008-06-11,,Operational,Operational,Land (fixed),0-724-0-0000000000008277|primary,Europe,,Spain,40.012,-3.0213,808,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
TERUEL,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-08235|primary,Europe,,Spain,40.3505555556,-1.1241666667,900,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;AUT;CLIMAT(C);EVAP;RBCN;RBSN(S);SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
TOLEDO (8272-0),,,,Operational,Operational,Land (fixed),0-20000-0-08272|primary,Europe,,Spain,39.8847222222,-4.0452777778,515,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;CLIMAT(C);EVAP;RBCN;RBSN(S);SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
TOMELLOSO,,	2008-06-11,,Operational,Operational,Land (fixed),0-724-0-0000000000008276|primary,Europe,,Spain,39.169,-3.0074,662,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
"TORLA-ORDESA, EL CEBOLLAR",,	2019-11-28,,Operational,Partly operational,Land (fixed),0-724-0-0000000000008919|primary,Europe,,Spain,42.6561,-0.1244,1905,,UTC+1,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,Polar - Tundra,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),"Smooth (Mud flats, snow; no vegetation, no obstacles)",(unknown) at middle relative elevation within mountains of high altitude,,GOS General:Operational,	2021-05-27,José Miguel Gallardo Fernández
TORREJON DE VELASCO,,	2003-01-01,,Operational,Unknown,Land (fixed),0-20000-0-08228|primary,Europe,,Spain,40.1758333333,-3.7136111111,704,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,GOS General:Operational,	2016-04-28,
TORTOSA,,	1931-01-01,,Operational,Operational,Land (fixed),0-20000-0-08238|primary,Europe,,Spain,40.8202777778,0.4933333333,50.47,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;CLIMAT(C);GAW;PH;RBCN;RBSN(S);SOLRA;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Phenological observations; Solar radiation measurements; Total radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
"UTIEL, LA CUBERA",,	2018-06-11,,Operational,Operational,Land (fixed),0-724-0-0000000000008281|primary,Europe,,Spain,39.5754,-1.2447,758,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
"VALDELINARES, ESQUI",,,,Operational,Operational,Land (fixed),0-20000-0-08960|primary,Europe,,Spain,40.3819444444,-0.6344444444,1955,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,,GOS General:Operational,	2016-04-28,
VALDEPEÑAS,,	2008-06-11,,Operational,Operational,Land (fixed),0-724-0-0000000000008351|primary,Europe,,Spain,38.7504,-3.3913,700,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
VALENCIA DE ALCÁNTARA,,	2008-06-11,,Operational,Operational,Land (fixed),0-724-0-0000000000008260|primary,Europe,,Spain,39.4148,-7.2311,444,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
VALENCIA VIVEROS,,	2008-06-11,,Operational,Partly operational,Land (fixed),0-20000-0-08285|primary,Europe,,Spain,39.4805555556,-0.3663888889,11,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;CLIMAT(C) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GOS General:Operational, RBON:Operational",	2021-10-21,Zulkarnain Zulkarnain
VALENCIA/AEROPUERTO,,,,Operational,Operational,Land (fixed),0-20000-0-08284|primary,Europe,,Spain,39.485,-0.4747222222,59.9,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);LIT;METAR;RBCN;RBSN(S);SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Lightning counter; Solar radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
VALLADOLID,,	1859-01-01,,Operational,Operational,Land (fixed),0-20000-0-08141|primary,Europe,,Spain,41.6408333333,-4.7544444444,735,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;AUT;CLIMAT(C);EVAP;RBCN;RBSN(S);SOLRA;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements; Total radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
VALLADOLID/VILLANUBLA,,,,Operational,Partly operational,Land (fixed),0-20000-0-08140|primary,Europe,,Spain,41.7119444444,-4.8555555556,846,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;METAR;SOLRA;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, GOS General:Operational, RBON:Operational",	2016-04-28,
VALLTER 2000,,	2000-01-01,,Operational,Unknown,Land (fixed),0-20000-0-08948|primary,Europe,,Spain,42.4275,2.2655555556,2167,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,,GOS General:Operational,	2016-04-28,
VIGO/PEINADOR,,,,Operational,Operational,Land (fixed),0-20000-0-08045|primary,Europe,,Spain,42.2386111111,-8.6238888889,261,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);METAR;RBCN;RBSN(S);SOLRA;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
VILLAFRANCA,,	2008-06-11,,Operational,Operational,Land (fixed),0-724-0-0000000000008241|primary,Europe,,Spain,40.4332,-0.2556,1130,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
VILLANUEVA DE CÓRDOBA,,	2008-06-11,,Operational,Partly operational,Land (fixed),0-724-0-0000000000008346|primary,Europe,,Spain,38.333,-4.6088,750,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
VILLARDECIERVOS,,	2008-06-11,,Operational,Operational,Land (fixed),0-724-0-0000000000008125|primary,Europe,,Spain,41.9415,-6.2796,850,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
VILLARRODRIGO,,	2008-06-11,,Operational,Silent,Land (fixed),0-724-0-0000000000008354|primary,Europe,,Spain,38.4892,-2.6375,862,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,GOS General:Operational,	2019-06-17,José Antonio Fernández Monistrol
VILLARRODRIGO,,	2023-04-27,,Operational,Unknown,Land (fixed),0-724-0-08354|primary,Europe,,Spain,38.4893,-2.6377,862,,UTC+1,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,Steppe - Cold arid,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,GBON:Operational,	2023-04-27,José Miguel Gallardo Fernández
VITIGUDINO,,	2008-06-11,,Operational,Operational,Land (fixed),0-724-0-0000000000008129|primary,Europe,,Spain,41.0114,-6.4377,769,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
VITORIA/FORONDA,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-08080|primary,Europe,,Spain,42.8719444444,-2.7333333333,513,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2016-04-28,
Viznar,,	1995-11-01,,Operational,Unknown,Land (fixed),0-20008-0-VIZ|primary,Europe,,Spain,37.237222,-3.534167,1230,,UTC+1,,http://www.mma.es,,"The station is located in a protected natural area, Sierra de Huétor Park, between Granada and Sierra Nevada. The park is characterized by the diversity of its landscapes; forests, consisting mainly of pines, alternating with scrub and grassland. Víznar climate is mild with dry and warm summer, Csb under the Köppen-Geiger classification. The mean temperature ranges between 10 and 12.5 º C and the average total precipitation between 700 - 800 mm.",Warm temperate - Dry and warm summer,,,,,EMEP:Operational,	2016-10-03,Rosa Maria García Marín
XÁTIVA,,	2008-06-11,,Operational,Partly operational,Land (fixed),0-724-0-0000000000008290|primary,Europe,,Spain,39.0016,-0.523,88,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
YECLA,,	2008-06-11,,Operational,Operational,Land (fixed),0-724-0-0000000000008356|primary,Europe,,Spain,38.6017,-1.1596,640,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
ZAMORA,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-08130|primary,Europe,,Spain,41.5155555556,-5.7352777778,656,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;CLIMAT(C);EVAP;RBCN;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational",	2023-04-27,José Miguel Gallardo Fernández
ZARAGOZA-VALDESPARTERA,,	2010-12-13,,Operational,Operational,Land (fixed),0-724-0-0000000000008159|primary,Europe,,Spain,41.6205,-0.935,254,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,GOS General:Operational,	2023-04-27,José Miguel Gallardo Fernández
ZARAGOZA/AEROPUERTO,,	1941-01-01,,Operational,Operational,Land (fixed),0-20000-0-08160|primary,Europe,,Spain,41.6605555556,-1.0041666667,263,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AGRIMET;CLIMAT(C);EVAP;LIT;METAR;RBCN;RBSN(S);SOLRA;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Lightning counter; Solar radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
Zarra,,	1999-01-01,,Operational,Unknown,Land (fixed),0-20008-0-ZRR|primary,Europe,,Spain,39.082778,-1.101111,885,,UTC+1,,http://www.mma.es,,"The station is located in a hilly terrain, with abundant pines and rosemary. Zarra climate is mild with dry and hot summer, Csa under the Köppen-Geiger classification. The mean temperature ranges between 12.5 and 15 º C and the average total precipitation between 600 - 700 mm.",Warm temperate - Dry and hot summer,,,,,EMEP:Operational,	2016-10-03,Rosa Maria García Marín
ÁGUILAS,,	2008-06-11,,Operational,Operational,Land (fixed),0-724-0-0000000000008432|primary,Europe,,Spain,37.4172,-1.5868,32,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
