station_name ,wigos_station_identifier,traditional_station_identifier ,facility_type,latitude,longitude,elevation,barometer_height,territory_name,wmo_region,Last updated by,Declared reporting status,Assessed reporting status
HOERNLI,0-20000-0-06689,06689,Land (fixed),47.370864,8.941633,1144,,Switzerland,6,CHE NMHS ,Operational,Operational
HOLOD,0-20000-0-15117,15117,Land (fixed),46.7885831307,22.1122616011,163,,Romania,6,Ancuta MANEA,Operational,Silent
HOLZGAU,0-20000-0-11315,11315,Land (fixed),47.2574996948,10.3386106491,1092,,Austria,6,Silke Adler,Operational,Silent
Homokszentgyörgy Mariettapuszta,0-348-1-28700,28700,Land (fixed),46.1033333,17.5269444,158,,Hungary,6,Imre Szöllősi,Operational,Operational
HON,0-20000-0-62131,62131,Land (fixed),29.1341666666,15.935,267,,Libya,1,Faraj M ZAYET,Operational,Partly operational
HUELVA,0-20000-0-08383,08383,Land (fixed),37.2783333333,-6.9116666667,19,,Spain,6,José Antonio Fernández Monistrol,Silent,Unknown
HUERCAL OVERA,0-724-0-0000000000008428,08428,Land (fixed),37.3905,-1.9436,300,,Spain,6,José Miguel Gallardo Fernández,Operational,Unknown
HUESCA/PIRINEOS,0-20000-0-08094,08094,Land (fixed),42.0833333333,-0.3263888889,541,,Spain,6,,Operational,Unknown
HVAR,0-20000-0-14447,14447,Land (fixed),43.1711111111,16.4369444444,20,,Croatia,6,,Operational,Silent
HYERES,0-20000-0-07667,07667,Land (fixed),43.0944444444,6.1463888889,4,,France,6,"FRA,NCL,PYF,SPM NMHS",Operational,Operational
IBIZA/ES CODOLA,0-20000-0-08373,08373,Land (fixed),38.8763888889,1.3844444444,6,,Spain,6,,Operational,Silent
IFRANE,0-20000-0-60160,60160,Land (fixed),33.5,-5.1666666667,1664,,Morocco,1,,Operational,Partly operational
IGUALADA,0-724-0-0000000000008172,08172,Land (fixed),41.5788,1.6177,313,,Spain,6,ESP NMHS,Operational,Operational
Iklódbördőce,0-348-1-17306,17306,Land (fixed),46.60556,16.61306,164.3,,Hungary,6,HUN NMHS,Operational,Operational
ILANZ,0-20000-0-06789,06789,Land (fixed),46.775042,9.215344,698,,Switzerland,6,CHE NMHS ,Operational,Unknown
ILE ROUSSE,0-20000-0-07753,07753,Land (fixed),42.6330555556,8.9227777778,142,,France,6,"FRA,NCL,PYF,SPM NMHS",Operational,Operational
ILLIZI,0-20000-0-60640,60640,Land (fixed),26.71916,8.61722,542,,Algeria,1,Abdelhadi HARROUZ,Operational,Silent
ILUNDAIN,0-724-0-0000000000008089,08089,Land (fixed),42.7761,-1.5324,572,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
Imintanout,0-504-1-60196,60196,Land (fixed),31.1777,-8.8475,910,,Morocco,1,MAR NMHS ,Operational,Operational
Immouzzer idda outanane,0-504-1-60134,60134,Land (fixed),30.6723,-9.4825,1184,,Morocco,1,MAR NMHS ,Operational,Operational
Imouzzer Kandar,0-504-1-60167,60167,Land (fixed),33.71667,-5,1372,,Morocco,1,MAR NMHS ,Operational,Unknown
IMPERIA,0-20000-0-16150,16150,Land (fixed),43.8666666667,8.0333333333,58,,Italy,6,,Operational,Operational
Imzouren,0-504-1-60299,60299,Land (fixed),35.1333,-3.83333,41,,Morocco,1,MAR NMHS ,Operational,Operational
IN ATEI,0-20000-0-60693,60693,Land (fixed),20.5666666667,6.1166666667,471,,Algeria,1,Mohamed Mezred,Operational,Operational
IN AZAOUA,0-20000-0-60694,60694,Land (fixed),20.9666666667,7.45,517,,Algeria,1,Mohamed Mezred,Operational,Operational
IN AZZANE,0-20000-0-60676,60676,Land (fixed),23.4833333333,11.2333333333,912,,Algeria,1,,Operational,Partly operational
IN-AMENAS,0-20000-0-60611,60611,Land (fixed),28.05294,9.63959,561,,Algeria,1,Abdelhadi HARROUZ,Operational,Partly operational
IN-GUEZZAM,0-20000-0-60690,60690,Land (fixed),19.5655,5.75412,400,,Algeria,1,Abdelhadi HARROUZ,Operational,Operational
IN-SALAH,0-20000-0-60630,60630,Land (fixed),27.2537,2.51164,268,,Algeria,1,Mohamed Mezred,Operational,Partly operational
Ingall,0-562-0-61102,61102,Land (fixed),16.78,6.9,484,,Niger,1,NER NMHS,Operational,Operational
Innsbruck Universität,0-40-0-11320,11320,Land (fixed),47.26,11.384167,578,,Austria,6,Silke Adler,Operational,Unknown
INNSBRUCK-FLUGHAFEN,0-20000-0-11120,11120,Land (fixed),47.2602777778,11.3438888889,581,,Austria,6,Silke Adler,Operational,Silent
INNSBRUCK-FLUGHAFEN (GeoSphere Austria),0-20000-0-11121,11121,Land (fixed),47.26,11.3566666667,578,,Austria,6,Silke Adler,Operational,Operational
INTERLAKEN,0-20000-0-06734,06734,Land (fixed),46.672236,7.870192,577.34,,Switzerland,6,CHE NMHS ,Operational,Unknown
IOANNINA (AIRPORT),0-20000-0-16642,16642,Land (fixed),39.6949,20.8193,483.36,,Greece,6,Nick KALAMARAS,Operational,Silent
Iregszemcse,0-348-1-36500,36500,Land (fixed),46.6855556,18.1836111,164,,Hungary,6,Róbert TÓTH,Operational,Partly operational
IRURITA,0-724-0-0000000000008030,08030,Land (fixed),43.1357,-1.5429,183,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
"ISABA,  EL FERIAL",0-20000-0-08912,08912,Land (fixed),42.9580555556,-0.8,1591,,Spain,6,,Operational,Operational
ISCHGL/IDALPE,0-20000-0-11310,11310,Land (fixed),46.9825,10.3172222222,2327,,Austria,6,AUT NMHS,Operational,Silent
ISOLA CAPRAIA,0-20000-0-16155,16155,Land (fixed),43.0513888889,9.8441666667,25,,Italy,6,,Operational,Operational
ISOLA D'ELBA,0-20000-0-16198,16198,Land (fixed),42.7311111111,10.3955555556,396,,Italy,6,,Operational,Silent
ISOLA GORGONA,0-20000-0-16154,16154,Land (fixed),43.4280555556,9.8941666667,254,,Italy,6,Piero Serra,Operational,Partly operational
ISOLA SALINA,0-20000-0-16415,16415,Land (fixed),38.58,14.8716666667,45,,Italy,6,Piero Serra,Operational,Unknown
ISOLA STROMBOLI,0-20000-0-16416,16416,Land (fixed),38.8025,15.2341666667,75,,Italy,6,,Operational,Unknown
ISTRES,0-20000-0-07647,07647,Land (fixed),43.5230555556,4.9222222222,25,,France,6,"FRA,NCL,PYF,SPM NMHS",Operational,Partly operational
IVAN SEDLO,0-20000-0-14650,14650,Land (fixed),43.751157,18.036256,970,,Bosnia and Herzegovina,6,Mirza Tahmaz,Unknown,Unknown
JACA,0-724-0-0000000000008091,08091,Land (fixed),42.5788,-0.547,823,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
JAEN (8417-0),0-20000-0-08417,08417,Land (fixed),37.7775,-3.8088888889,580,,Spain,6,,Operational,Partly operational
JAJCE,0-20000-0-14543,14543,Land (fixed),44.343313,17.268016,421,,Bosnia and Herzegovina,6,Mirza Tahmaz,Operational,Silent
JALO,0-20000-0-62161,62161,Land (fixed),29.0275,21.5461111111,45.46,,Libya,1,Faraj M ZAYET,Operational,Operational
JASTREBAC,0-20000-0-13386,13386,Land (fixed),43.3911111111,21.4433333333,1482.4,,Serbia,6,,Operational,Silent
Jászapáti,0-348-1-54107,54107,Land (fixed),47.52,20.14889,93.4,,Hungary,6,HUN NMHS,Operational,Partly operational
"JÁVEA, AYUNTAMIENTO",0-724-0-0000000000008370,08370,Land (fixed),38.7841,0.1666,15,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
Jbal Ayachi,0-504-1-60197,60197,Land (fixed),32.5811,-4.5675,2370,,Morocco,1,MAR NMHS ,Operational,Partly operational
Jbel Mgoun,0-504-1-60139,60139,Land (fixed),31.04,-6.2166,1790,,Morocco,1,MAR NMHS ,Operational,Partly operational
JENBACH,0-20000-0-11325,11325,Land (fixed),47.3888893127,11.758055687,530,,Austria,6,Silke Adler,Silent,Unknown
JENDOUBA,0-20000-0-60725,60725,Land (fixed),36.488,8.791,143,,Tunisia,1,saoussen CHERIAA,Operational,Operational
JEREZ DE LA FRONTERA AEROPUERTO,0-20000-0-08451,08451,Land (fixed),36.7505555556,-6.0558333333,27,,Spain,6,,Operational,Silent
JEREZ DE LOS CABALLEROS,0-724-0-0000000000008337,08337,Land (fixed),38.2985,-6.765,381,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
Jerrada,0-504-1-60214,60214,Land (fixed),34.3133,-2.1594,1069,,Morocco,1,MAR NMHS ,Operational,Partly operational
Jetee My Youssef,0-504-1-60180,60180,Land (fixed),33.6136,-7.606,23,,Morocco,1,MAR NMHS ,Operational,Partly operational
JIJEL- ACHOUAT,0-20000-0-60351,60351,Land (fixed),36.79472,5.87722,8,,Algeria,1,Abdelhadi HARROUZ,Operational,Unknown
JIMBOLIA,0-20000-0-15245,15245,Land (fixed),45.7811111,20.7023580223,79,,Romania,6,Ancuta MANEA,Operational,Unknown
Jobaháza,0-348-1-24120,24120,Land (fixed),47.5766667,17.1819444,118.4,,Hungary,6,Imre Szöllősi,Operational,Operational
JUNGFRAUJOCH,0-20000-0-06730,06730,Land (fixed),46.547447,7.985331,3580,,Switzerland,6,CHE NMHS ,Operational,Silent
Kab-hegy,0-348-1-25713,25713,Land (fixed),47.04694,17.65694,593.7,,Hungary,6,HUN NMHS,Operational,Operational
KAEDI,0-20000-0-61492,61492,Land (fixed),16.15,-13.5166666667,17,,Mauritania,1,Fatma El Jili,Operational,Silent
KAIROUAN,0-20000-0-60735,60735,Land (fixed),35.6666666667,10.1,60,,Tunisia,1,TUN NMHS,Operational,Operational
Kakucs,0-348-1-45208,45208,Land (fixed),47.24528,19.36028,114.3,,Hungary,6,HUN NMHS,Operational,Operational
KALAMATA (AIRPORT),0-20000-0-16726,16726,Land (fixed),37.0692,22.0226,6.2,,Greece,6,Nick KALAMARAS,Operational,Operational
Káld,0-348-1-25503,25503,Land (fixed),47.16056,17.03972,169.2,,Hungary,6,HUN NMHS,Operational,Unknown
KALWANG,0-20000-0-11362,11362,Land (fixed),47.4213905334,14.759721756,744,,Austria,6,AUT NMHS,Operational,Unknown
KAPFENBERG-Flugfeld,0-20000-0-11176,11176,Land (fixed),47.458333,15.335556,515,,Austria,6,Silke Adler,Operational,Partly operational
Kaposvár Fészerlak,0-348-1-27815,27815,Land (fixed),46.36278,17.87389,128.5,,Hungary,6,HUN NMHS,Operational,Unknown
Karcag,0-348-1-55405,55405,Land (fixed),47.28944,20.89028,87.3,,Hungary,6,Imre Szöllősi,Operational,Unknown
Karia Ba Mohamed,0-504-1-60247,60247,Land (fixed),34.3666,-5.2,160,,Morocco,1,MAR NMHS ,Operational,Unknown
KARLOVAC,0-20000-0-14232,14232,Land (fixed),45.4936111111,15.565,110,,Croatia,6,,Silent,Unknown
KASBA-TADLA,0-20000-0-60190,60190,Land (fixed),32.5333333333,-6.2833333333,507,,Morocco,1,MAR NMHS ,Operational,Partly operational
KASSERINE,0-20000-0-60739,60739,Land (fixed),35.16833,8.79139,707,,Tunisia,1,TUN NMHS,Operational,Partly operational
KASTORIA (AIRPORT),0-20000-0-16614,16614,Land (fixed),40.4488,21.2736,654.64,,Greece,6,Nick KALAMARAS,Operational,Unknown
KATARINA,0-20000-0-14012,14012,Land (fixed),46.0930151722,14.3708431227,660,,Slovenia,6,Miha DEMSAR,Operational,Unknown
KATSCHBERG,0-20000-0-11349,11349,Land (fixed),47.0605545043,13.6147222518,1635,,Austria,6,Silke Adler,Operational,Silent
Katymár,0-348-1-48507,48507,Land (fixed),46.03778,19.19972,110.3,,Hungary,6,HUN NMHS,Operational,Operational
KAVADARCI,0-20000-0-13599,13599,Land (fixed),41.4333333333,22.0333333333,260,,"North Macedonia, Republic of",6,Aleksandar Karanfilovski,Operational,Operational
KEBILI,0-20000-0-60764,60764,Land (fixed),33.7,8.9666666667,44,,Tunisia,1,TUN NMHS,Operational,Partly operational
Kecskemét K-puszta,0-348-1-46304,46304,Land (fixed),46.96556,19.545,125.9,,Hungary,6,Imre Szöllősi,Silent,Unknown
Kecskemét repülőtér,"0-348-1-46400,0-20000-0-12970",12970,Land (fixed),46.912222,19.759722,113.7,,Hungary,6,Imre Szöllősi,Operational,Silent
Kecskemét repülőtér (észak),0-348-1-46313,46313,Land (fixed),46.92139,19.73917,113,,Hungary,6,HUN NMHS,Operational,Unknown
KEFALINIA (AIRPORT),0-20000-0-16685,16685,Land (fixed),38.1202,20.5049,25.2,,Greece,6,Alexander Scheid,Operational,Operational
Kelaat Mgouna,0-504-1-60216,60216,Land (fixed),31.2369,-6.1308,1440,,Morocco,1,MAR NMHS ,Silent,Unknown
Kelaat Sraghna,0-504-1-60199,60199,Land (fixed),32.0422,-7.405,481,,Morocco,1,MAR NMHS ,Operational,Silent
Kelebia,0-348-1-48302,48302,Land (fixed),46.19556,19.60639,132.3,,Hungary,6,HUN NMHS,Operational,Unknown
KELIBIA,0-20000-0-60720,60720,Land (fixed),36.85,11.0833333333,29,,Tunisia,1,saoussen CHERIAA,Operational,Unknown
KENITRA,0-20000-0-60120,60120,Land (fixed),34.3002777778,-6.5947222222,4,,Morocco,1,Mounir Aziz,Operational,Operational
KERKYRA (AIRPORT),0-20000-0-16641,16641,Land (fixed),39.6080555556,19.9138888889,1.13,,Greece,6,Nick KALAMARAS,Operational,Silent
Keszthely Tanyakereszt,0-348-1-26505,26505,Land (fixed),46.73556,17.23861,110.7,,Hungary,6,HUN NMHS,Operational,Partly operational
Khemisset,0-504-1-60147,60147,Land (fixed),33.82194,-6.080278,461,,Morocco,1,MAR NMHS ,Operational,Operational
KHENCHELLA,0-20000-0-60476,60476,Land (fixed),35.4666666667,7.0833333333,983,,Algeria,1,Mohamed Mezred,Operational,Silent
Khenifra,0-504-1-60201,60201,Land (fixed),32.9394,-5.668,868,,Morocco,1,MAR NMHS ,Operational,Operational
KHOURIBGA,0-20000-0-60178,60178,Land (fixed),32.8666666667,-6.9666666667,771,,Morocco,1,Mounir Aziz,Operational,Operational
KIDAL,0-20000-0-61214,61214,Land (fixed),18.4333333333,1.35,458,,Mali,1,Dicko Niamé,Silent,Unknown
KIFFA,0-20000-0-61498,61498,Land (fixed),16.6333333333,-11.4,115.4,,Mauritania,1,Fatma El Jili,Operational,Operational
KIKINDA,0-20000-0-13174,13174,Land (fixed),45.85,20.4666666667,81,,Serbia,6,,Operational,Operational
Kisbárapáti,0-348-1-27406,27406,Land (fixed),46.61722,17.87028,163,,Hungary,6,HUN NMHS,Operational,Unknown
Kiskunhalas,0-348-1-47606,47606,Land (fixed),46.4291667,19.4991667,126.9,,Hungary,6,Imre Szöllősi,Operational,Operational
Kiskunmajsa,0-348-1-47710,47710,Land (fixed),46.49417,19.745,104.2,,Hungary,6,HUN NMHS,Operational,Operational
Kiszombor,0-348-1-58213,58213,Land (fixed),46.19,20.39917,79.7,,Hungary,6,HUN NMHS,Operational,Partly operational
KITZBUEHEL,0-40-0-11279,11279,Land (fixed),47.44388961,12.38916683,772,,Austria,6,Silke Adler,Operational,Operational
KLAGENFURT-FLUGHAFEN,0-20000-0-11231,11231,Land (fixed),46.6427777778,14.3372222222,448,,Austria,6,Silke Adler,Operational,Silent
KLAGENFURT-FLUGHAFEN (GeoSphere Austria),0-20000-0-11331,11331,Land (fixed),46.6483333333,14.3183333333,450,,Austria,6,Silke Adler,Operational,Operational
KLEINE SCHEIDEGG,0-20000-0-06736,06736,Land (fixed),46.5849,7.95955,2061,,Switzerland,6,CHE NMHS ,Operational,Unknown
KLEINZICKEN,0-20000-0-11192,11192,Land (fixed),47.2075,16.3355555556,265.4,,Austria,6,,Operational,Silent
KNIN,0-20000-0-14442,14442,Land (fixed),44.0408333333,16.2069444444,255,,Croatia,6,,Operational,Unknown
KOCEVJE,0-20000-0-14118,14118,Land (fixed),45.6459669053,14.8501347394,467,,Slovenia,6,Miha DEMSAR,Operational,Unknown
KOETSCHACH-MAUTHEN,0-20000-0-11255,11255,Land (fixed),46.677222,12.997222,722,,Austria,6,AUT NMHS,Operational,Unknown
KOLASIN,0-20000-0-13465,13465,Land (fixed),42.8333333333,19.5333333333,944,,Montenegro,6,,Operational,Operational
KOMIZA,0-20000-0-14441,14441,Land (fixed),43.0483333333,16.0852777778,20,,Croatia,6,,Operational,Partly operational
Konitsa,0-300-0-16628,16628,Land (fixed),40.0463,20.7381,465,,Greece,6,Nick KALAMARAS,Operational,Unknown
KONSTANZ,0-20000-0-10929,10929,Land (fixed),47.695219,9.130698,428.06,,Germany,6,Silvia Kothe,Operational,Operational
Kopacki Rit,0-191-0-14282,14282,Land (fixed),45.6975,18.833056,83,,Croatia,6,Ines SRZIC,Operational,Silent
KOPAONIK,0-20000-0-13378,13378,Land (fixed),43.2833333333,20.8,1711,,Serbia,6,,Operational,Unknown
KOPPIGEN,0-20000-0-06635,06635,Land (fixed),47.118847,7.6055,485.2,,Switzerland,6,CHE NMHS ,Operational,Operational
KORCA,0-20000-0-13629,13629,Land (fixed),40.6,20.7666666667,889,,Albania,6,,Operational,Unknown
Körösladány,0-348-1-66103,66103,Land (fixed),46.97778,21.05444,84.4,,Hungary,6,HUN NMHS,Operational,Operational
Körösszakál,0-348-1-65700,65700,Land (fixed),47.01972,21.59417,94.5,,Hungary,6,HUN NMHS,Operational,Unknown
KOZANI (AIRPORT),0-20000-0-16632,16632,Land (fixed),40.2895,21.8415,621,,Greece,6,Nick KALAMARAS,Operational,Unknown
KRAGUJEVAC,0-20000-0-13278,13278,Land (fixed),44.0333333333,20.9333333333,183,,Serbia,6,,Operational,Unknown
KRALJEVO,0-20000-0-13376,13376,Land (fixed),43.7,20.7,215,,Serbia,6,,Operational,Partly operational
Kranea,0-300-0-16636,16636,Land (fixed),39.9238,21.91,941,,Greece,6,Nick KALAMARAS,Operational,Unknown
KRAPINA,0-20000-0-14234,14234,Land (fixed),46.1377777778,15.8883333333,202,,Croatia,6,,Operational,Unknown
KRATOVO,0-807-0-13491,13491,Land (fixed),42.079333,22.175741,640,,"North Macedonia, Republic of",6,Aleksandar Karanfilovski,Operational,Partly operational
KRECHBA,0-20000-0-60585,60585,Land (fixed),29.07161,2.20815,465.39,,Algeria,1,Abdelhadi HARROUZ,Operational,Operational
KREDARICA,0-20000-0-14008,14008,Land (fixed),46.3787671293,13.84893734,2514,,Slovenia,6,Vesna Vidmar,Operational,Unknown
KRIMML,0-20000-0-11136,11136,Land (fixed),47.2291679382,12.1819448471,1009,,Austria,6,AUT NMHS,Operational,Unknown
KRIVA PALANKA,0-20000-0-13493,13493,Land (fixed),42.20358,22.331227,690,,"North Macedonia, Republic of",6,Aleksandar Karanfilovski,Operational,Operational
KRIZEVCI,0-20000-0-14248,14248,Land (fixed),46.0288888889,16.5536111111,157,,Croatia,6,,Operational,Operational
KRUMBACH I. D. BUCKLIGEN WELT,0-20000-0-11386,11386,Land (fixed),47.5280555556,16.1866666667,545.2,,Austria,6,AUT NMHS,Operational,Partly operational
KRUSEVAC,0-20000-0-13383,13383,Land (fixed),43.5666666667,21.35,166,,Serbia,6,,Operational,Operational
KRUSEVO,0-20000-0-13582,13582,Land (fixed),41.3666666667,21.25,,,"North Macedonia, Republic of",6,Aleksandar Karanfilovski,Operational,Operational
KSAR CHELLALA,0-20000-0-60514,60514,Land (fixed),35.25222,2.29611,800,,Algeria,1,Mohamed Mezred,Operational,Unknown
Ksar El Kebir,0-504-1-60116,60116,Land (fixed),35.0045,-5.9309,119,,Morocco,1,MAR NMHS ,Operational,Operational
KUFSTEIN,0-20000-0-11130,11130,Land (fixed),47.5752792358,12.1627779007,490,,Austria,6,Silke Adler,Operational,Partly operational
KUKES,0-20000-0-13610,13610,Land (fixed),42.0333333333,20.4166666667,354,,Albania,6,,Operational,Partly operational
KUMANOVO,0-20000-0-13589,13589,Land (fixed),42.1333333333,21.7166666667,338,,"North Macedonia, Republic of",6,Aleksandar Karanfilovski,Operational,Unknown
Kunmadaras külterület,0-348-1-54817,54817,Land (fixed),47.46556,20.89083,87.8,,Hungary,6,HUN NMHS,Operational,Partly operational
L ILE D YEU,0-20000-0-07300,07300,Land (fixed),46.6936111111,-2.3302777778,32,,France,6,"FRA,NCL,PYF,SPM NMHS",Operational,Unknown
L'AQUILA,0-20000-0-16226,16226,Land (fixed),42.3755555556,13.3272222222,668,,Italy,6,,Operational,Unknown
LA BREVINE,0-20000-0-06617,06617,Land (fixed),46.983842,6.610303,1050,,Switzerland,6,CHE NMHS ,Operational,Unknown
LA CHAUX-DE-FONDS,0-20000-0-06612,06612,Land (fixed),47.082942,6.792317,1017.01,,Switzerland,6,CHE NMHS ,Operational,Unknown
LA CORUNA,0-20000-0-08001,08001,Land (fixed),43.3658333333,-8.4213888889,58,,Spain,6,José Miguel Gallardo Fernández,Operational,Unknown
LA CORUNA/ALVEDRO,0-20000-0-08002,08002,Land (fixed),43.3069444444,-8.3719444444,98,,Spain,6,José Miguel Gallardo Fernández,Operational,Unknown
"LA COVATILLA, ESTACIÓN DE ESQUÍ",0-724-0-0000000000008205,08205,Land (fixed),40.355,-5.6898,1960,,Spain,6,José Antonio Fernández Monistrol,Operational,Unknown
LA DOLE (6699-0),0-20000-0-06699,06699,Land (fixed),46.425,6.0991666667,1680,,Switzerland,6,,Operational,Unknown
LA DOLE (6702-0),0-20000-0-06702,06702,Land (fixed),46.424789,6.099461,1669.75,,Switzerland,6,CHE NMHS ,Operational,Unknown
LA MOLINA,0-724-0-0000000000008117,08117,Land (fixed),42.3325,1.9394,1703,,Spain,6,José Antonio Fernández Monistrol,Operational,Unknown
"LA PINILLA, ESTACIÓN DE ESQUÍ",0-724-0-0000000000008143,08143,Land (fixed),41.1919,-3.4751,1798,,Spain,6,José Antonio Fernández Monistrol,Operational,Unknown
LA ROCHE-SUR-YON,0-20000-0-07306,07306,Land (fixed),46.7055555556,-1.3816666667,91,,France,6,"FRA,NCL,PYF,SPM NMHS",Operational,Unknown
LA ROCHELLE AEROPORT ILE DE RE,0-20000-0-07316,07316,Land (fixed),46.1780555556,-1.1930555556,23,,France,6,"FRA,NCL,PYF,SPM NMHS",Operational,Unknown
LA SEO D´URGELL,0-724-0-0000000000008115,08115,Land (fixed),42.3547,1.4627,677,,Spain,6,José Antonio Fernández Monistrol,Operational,Unknown
LA SPEZIA-LA CASTELLANA,0-20000-0-16129,16129,Land (fixed),44.0669444444,9.8163888889,520,,Italy,6,,Operational,Unknown
Laayoune,0-20000-0-60033,60033,Land (fixed),27.1666666667,-13.2166666667,63,,Morocco,1,Mounir Aziz,Operational,Unknown
LACHEN / GALGENEN,0-20000-0-06665,06665,Land (fixed),47.1792,8.858675,468,,Switzerland,6,CHE NMHS ,Operational,Unknown
LAEGEREN / ZINDELEN,0-20000-0-06906,06906,Land (fixed),47.4783333333,8.3644444444,688.81,,Switzerland,6,,Operational,Unknown
LAEGERN,0-20000-0-06669,06669,Land (fixed),47.481936,8.397208,844.55,,Switzerland,6,CHE NMHS ,Operational,Unknown
LAGUNAS DE SOMOZA,0-724-0-0000000000008123,08123,Land (fixed),42.3774,-6.1966,1020,,Spain,6,José Miguel Gallardo Fernández,Silent,Operational
Lakhssas,0-504-1-60245,60245,Land (fixed),29.3594,-9.7546,925,,Morocco,1,MAR NMHS ,Operational,Operational
LAMEZIA TERME,0-20000-0-16362,16362,Land (fixed),38.9083333333,16.2416666667,12,,Italy,6,Piero Serra,Operational,Unknown
LAMIA,0-20000-0-16675,16675,Land (fixed),38.8766,22.436,12.46,,Greece,6,Nick KALAMARAS,Operational,Operational
LAMPEDUSA,0-20000-0-16490,16490,Land (fixed),35.4980555556,12.6183333333,21,,Italy,6,Piero Serra,Operational,Partly operational
Lamssid,0-504-1-60272,60272,Land (fixed),26.5384,-13.8382,65,,Morocco,1,Mounir Aziz,Operational,Unknown
LANAS SYN,0-20000-0-07570,07570,Land (fixed),44.537167,4.368167,265,,France,6,Joel GUEUSQUIN,Operational,Operational
LANDECK,0-20000-0-11112,11112,Land (fixed),47.1402778625,10.5636110306,796,,Austria,6,AUT NMHS,Operational,Operational
